,source,album,artist,date,review,score
7103,The Guardian,championships,meek-mill,"Dec  7, 2018","
                                album fillerthe mumble rap splash warning uptown vibes’ reggaetonbut mostly cinematic tale man freed though still carrying burden representation
                            ",6.0
7104,The 405,championships,meek-mill,"Dec  3, 2018","
                                perplexingly bloated often aimless album headscratcher true waste potential
                            ",4.5
7105,The Skinny,warm,jeff-tweedy,"Nov 26, 2018","
                                songs faithful uninitiated universal yet strikingly intimate
                            ",10.0
7106,Exclaim,warm,jeff-tweedy,"Nov 29, 2018","
                                jeff tweedy clearly spent time usual talking late expressive results strong memory went jogging kicked enough dust put paper tape feels like direct pathway complex psyche hes ever offered 
                            ",9.0
7107,Under The Radar,warm,jeff-tweedy,"Dec  7, 2018","
                                materializes confounding collection literary mastery intertwined sparse albeit flummoxing instrumental compositionstender acoustic slideguitar arrangements adroitly managed bursts noise rhythm section puts movements life neat cohesive order
                            ",8.5
7108,Pitchfork,warm,jeff-tweedy,"Dec  3, 2018","
                                alive inspired warm different type reinventionas daring wilco’s early landmarks subtle sustainable he’s nottrying break heart is
                            ",8.3
7109,Consequence of Sound,warm,jeff-tweedy,"Nov 30, 2018","
                                it’s work seasoned songwriter proving he’s good penning powerful personal songs traditional vein layering records bells whistles 
                            ",8.3
7110,Drowned In Sound,warm,jeff-tweedy,"Dec 11, 2018","
                                ultimately however personal stories elevated universal nature
                            ",8.0
7111,The Observer (UK),warm,jeff-tweedy,"Dec  3, 2018","
                                thirty years career warm shows tweedy absorbing ever
                            ",8.0
7112,Clash Music,warm,jeff-tweedy,"Nov 30, 2018","
                                record comes like voice friend confessional familiar full small important reassurances 
                            ",8.0
7113,PopMatters,warm,jeff-tweedy,"Nov 30, 2018","
                                sings doesnt seem singing ivory tower stripped confines band dynamic relatability even naked genuine warm tweedy unfiltered gift begs shared
                            ",8.0
7114,The Guardian,warm,jeff-tweedy,"Nov 30, 2018","
                                warm easeful record offers appeal without supplication insistence it’s really rather lovely
                            ",8.0
7115,AllMusic,warm,jeff-tweedy,"Nov 30, 2018","
                                quiet way warm one powerful works tweedys career sort music many us need today
                            ",8.0
7116,Rolling Stone,warm,jeff-tweedy,"Nov 30, 2018","
                                longstanding difficulties insecurities always present barely beneath surface wilco’s classic records starkly prominent central often deeply moving new lp
                            ",8.0
7117,Paste Magazine,warm,jeff-tweedy,"Nov 29, 2018","
                                exchange restless turmoil quietly focused introspection worthwhile trade depends wilco fans never really got big hooks sonic clamor summerteeth probably notlisteners taken pleasure tweedy’s continuing evolution warm akin gift
                            ",8.0
7118,The Line of Best Fit,warm,jeff-tweedy,"Nov 29, 2018","
                                warm sees industrious figurehead intelligent american rock return form balance two extremes effortlessly make deeply personal sound thoroughly universal manner unlikely leave cold anyone heart still beating
                            ",8.0
7119,New Musical Express (NME),warm,jeff-tweedy,"Nov 27, 2018","
                                lovelorn ‘from far away’ floats desolate broken haunted ghosts artrock guitars phantom electronics it’s clear jeff tweedy still isn’t comfortable welltrodden roads warm moments upend americana beautifully ‘yankee hotel foxtrot’ us indie rock one let simmer
                            ",8.0
7120,American Songwriter,warm,jeff-tweedy,"Nov 26, 2018","
                                tweedy might missing band members restless resonant spirit drives wilco’s best records seeps winningly warm 
                            ",8.0
7121,Mojo,warm,jeff-tweedy,"Nov 20, 2018","
                                journey beyond selfconsciousness towards mature vulnerability evolved idea musically pure jan  p
                            ",8.0
7122,Q Magazine,warm,jeff-tweedy,"Nov 20, 2018","
                                every one songs gem jan  p
                            ",8.0
7123,Uncut,warm,jeff-tweedy,"Nov 20, 2018","
                                tender manifesto selfdoubt shout fading murmur jan  p
                            ",8.0
7124,Chicago Tribune,warm,jeff-tweedy,"Nov 30, 2018","
                                makes  songs warm dbpm records sound effortless sprinkled byrdsgonecountry twang touches ambient dreaminess acidtinged atmospherics
                            ",7.5
7125,Slant Magazine,warm,jeff-tweedy,"Nov 20, 2018","
                                none tweedy’s studio work ever quite captured funny format part warm exception album comes close timbre tone reflecting unvarnished tweedy shows solo shows
                            ",7.0
7126,NOW Magazine,the-pains-of-growing,alessia-cara,"Dec 13, 2018","
                                voice gorgeous notbig rangeits beauty lies candidness presence sings like she’s personally sharing intimate tales listener
                            ",8.0
7127,The Observer (UK),the-pains-of-growing,alessia-cara,"Dec  3, 2018","
                                don’t want growing pains comfortable particularly  days excellent examples sensiblesweater bigsister pop
                            ",8.0
7128,New Musical Express (NME),the-pains-of-growing,alessia-cara,"Nov 30, 2018","
                                evidence impressive winningly authentic second album cara increasingly unforgettable
                            ",8.0
7129,The New York Times,the-pains-of-growing,alessia-cara,"Nov 28, 2018","
                                cara offers candid gawkiness tidily constructed pop even nearmisses endearing
                            ",8.0
7130,Boston Globe,the-pains-of-growing,alessia-cara,"Nov 28, 2018","
                                approach followup measured introspective lyrical concerns complicated  album appealing straightforward sincerity
                            ",8.0
7131,Exclaim,the-pains-of-growing,alessia-cara,"Nov 28, 2018","
                                yearsold cara doesnt feel gimicky like overproduced product record label shes raw pure obvious example artist continue build momentum
                            ",8.0
7132,Rolling Stone,the-pains-of-growing,alessia-cara,"Nov 28, 2018","
                                seizes role pop auteur venting jaded wit feels totally fresh
                            ",8.0
7133,AllMusic,the-pains-of-growing,alessia-cara,"Dec 14, 2018","
                                albums remainder employs assorted hitangling producers connected pop success young women pains growing consequently fragmented less consistent knowitall cara makes best generally writing slightly wiser sharper manner introverted homebody perspective 
                            ",7.0
7134,The Line of Best Fit,the-pains-of-growing,alessia-cara,"Nov 29, 2018","
                                album makes apologies struggles it’s one many moments confirms cara’s journey authentic unpredictable
                            ",7.0
7135,Pitchfork,the-pains-of-growing,alessia-cara,"Dec  7, 2018","
                                winning sounds like fun
                            ",6.8
7136,Consequence of Sound,the-pains-of-growing,alessia-cara,"Dec  7, 2018","
                                best turns simple observations complex emotions pains growing flaws altogether it’s cohesive statement marked improvement debut
                            ",6.7
7137,The Guardian,the-pains-of-growing,alessia-cara,"Nov 30, 2018","
                                growing pains gets two great chorus melodies don’t want resolves satisfyingly production sounds suspiciously like focusgrouping postwinehouse soul xx guitars ersatz digital instrumentation featureless overly filtered instagram post
                            ",6.0
7138,Q Magazine,the-pains-of-growing,alessia-cara,"Dec 18, 2018","
                                overall stodgy soar feb  p
                            ",4.0
7139,Mojo,another-winter-alive,gospelbeach,"Nov 29, 2018","
                                lively set thats way par jan  p
                            ",8.0
7140,AllMusic,another-winter-alive,gospelbeach,"Nov 29, 2018","
                                first side gospelbeach best flip admittedly notvital still lot fun certainly anyone liked first two albums especially another summer love needs seriously consider adding set collection
                            ",7.0
7141,Classic Rock Magazine,another-winter-alive,gospelbeach,"Nov 29, 2018","
                                notquite new album proper sense still warming introduction world dec  p
                            ",7.0
7142,Uncut,another-winter-alive,gospelbeach,"Nov 29, 2018","
                                theres central narrative anthology psychtinged countrified canyonrock dec  p
                            ",6.0
7143,Rolling Stone,dj-kicks,robert-hood,"Nov 29, 2018","
                                great dance music set journey destination
                            ",7.0
7144,AllMusic,dj-kicks,robert-hood,"Nov 29, 2018","
                                hoods djkicks isnt quite wild personalitydriven fabric  mix decade earlier undeniably focused clearly reaches intended goal
                            ",7.0
7145,Exclaim,dj-kicks,robert-hood,"Nov 29, 2018","
                                given breadth hoods output influence hardcore fans may wanted encompassing historical selection theres enough satisfy newcomers devotees
                            ",7.0
7146,Resident Advisor,dj-kicks,robert-hood,"Nov 29, 2018","
                                white noise whooshes snares roll adrian hours make feel good track released toolroom four years ago difficult notsense artist also drifting opposite direction towards sound hed struggle call own
                            ",5.4
7147,The Guardian,some-rap-songs,earl-sweatshirt,"Dec  7, 2018","
                                one best rap albums year smoky iceberg great emotional depth
                            ",10.0
7148,The A.V. Club,some-rap-songs,earl-sweatshirt,"Dec  6, 2018","
                                well dour it’s also ecstatic make mistake album one best rappers alive elbowing slant rhymes assonance disses “please abort could feel you’re forcin’  still bore riddim” exhaling singularly oblong sentences “galaxy’s distance us christmas” describes one foundering relationship 
                            ",10.0
7149,Tiny Mix Tapes,some-rap-songs,earl-sweatshirt,"Dec 20, 2018","
                                signs progression record never heavyhanded ambition unforced attempt making sense fraught present finding shelter without resorting convenient escape rare dare say sincere feat 
                            ",9.0
7150,AllMusic,some-rap-songs,earl-sweatshirt,"Dec 18, 2018","
                                simultaneously sad strange warmly nostalgic rap songs excitingly listenable emotionally connected despite abstruse approach albums triumphs fearless risk taking insight allows journey earl sweatshirts constant creative regeneration
                            ",9.0
7151,Pitchfork,some-rap-songs,earl-sweatshirt,"Nov 30, 2018","
                                project distinctly rough around edges great effect there’s sound dust popping vinyl cassette hiss throughout  uncle father gone earl still carrying artistic legacyand help collaborators building own
                            ",8.8
7152,Sputnikmusic,some-rap-songs,earl-sweatshirt,"Dec  3, 2018","
                                every loop nowherego reveals another layer undulating beat first time thus far earl taking spotlight rising track tired yet hopeful rap thats melodic hes nearly singing case worried boy wouldnt spit followed quickly december  song dating back years name bad acid provides strongest link aggressive conventional early earl
                            ",8.4
7153,HipHopDX,some-rap-songs,earl-sweatshirt,"Dec 10, 2018","
                                rap songs reminiscent earl’s late friend mac miller’s final album swimming bring listener process overcoming trauma healing ultimately choose leave story unfinished
                            ",8.2
7154,Mojo,some-rap-songs,earl-sweatshirt,"Jan 23, 2019","
                                combining searing intimacy boomboxconstructed mixtape progressive delirious bars earls third album offers rare kind insight sagacious yearold mar  p
                            ",8.0
7155,XXL,some-rap-songs,earl-sweatshirt,"Dec  7, 2018","
                                rap songs packs lot  minutes making unsettling listen also one personal gripping rap records year
                            ",8.0
7156,Spin,some-rap-songs,earl-sweatshirt,"Dec  5, 2018","
                                album reasserts status uniquely fascinating rapper rap songs he’s making adventurous exciting music career far
                            ",8.0
7157,Los Angeles Times,some-rap-songs,earl-sweatshirt,"Dec  5, 2018","
                                musically sweatshirt couples words rhythmically skewed sampled loops vintage soul artists including singer linda clifford funk band endeavors stax records group soul children unlike boombap producers ’s though sweatshirt busts bars cubist earldescendingastaircase increments
                            ",8.0
7158,Rolling Stone,some-rap-songs,earl-sweatshirt,"Dec  4, 2018","
                                rap songs rare album immensely talented lyricist deigns notpull fireworks opting sink cushion’s therapist’s couch search honest work art it’s delicate statement restraint case process shows artist ever before
                            ",8.0
7159,New Musical Express (NME),some-rap-songs,earl-sweatshirt,"Nov 30, 2018","
                                rap songs may brief exercise ambition thelargely successfulexecution ideas demonstrate enigmatic earl fascinating ever
                            ",8.0
7160,The 405,some-rap-songs,earl-sweatshirt,"Dec  6, 2018","
                                though rap songs may come across collection underdeveloped vignettes previously covered subject matter deeper listening showcases economical poet striking self
                            ",7.5
7161,The Wire,some-rap-songs,earl-sweatshirt,"Jan 25, 2019","
                                it’s hard get tiresome selfdeprecation album title way hides pain behind smile hides smile behind dope aesthetic artfully blurred cover earl choose project beyond navel powerful booming voice ear novelty gaze shifts outside world inspirational feb  p
                            ",7.0
7162,RapReviews.com,some-rap-songs,earl-sweatshirt,"Dec  4, 2018","
                                notalbum thumps drips bangs whips young man lot heavy thoughts mind good fortune happens able express rap beats sustain flow may notboom jeep music doesnt make badjust different earl sweatshirt different day rappers sound like autotuned singer need different raps appreciate
                            ",7.0
7163,Exclaim,some-rap-songs,earl-sweatshirt,"Dec  3, 2018","
                                although strong record rap songs lacks emotional power two albums preceded particularly doris charted earls transition back civilian life samoan wilderness camp 
                            ",7.0
7164,Consequence of Sound,some-rap-songs,earl-sweatshirt,"Dec  4, 2018","
                                it’s yet another deep personal reflective album that’ll impress listeners instance leave partially satisfied
                            ",6.7
7165,NOW Magazine,some-rap-songs,earl-sweatshirt,"Dec  7, 2018","
                                problem earl’s stream consciousness style notlend easy listening offkilter drum loops piano chords bury lyrics red water peanut creating unfriendly sonic experience reminiscent listening song cheap earphones noisy room listeners able appreciate earl’s poetry devote every ounce focus hearing 
                            ",6.0
7166,Variety,bitter-sweet,bryan-ferry,"Nov 30, 2018","
                                bittersweet inventive mod anything catalog
                            ",9.0
7167,AllMusic,bitter-sweet,bryan-ferry,"Dec  7, 2018","
                                arranged good ferry wry romantic productions evoke smoky ambiance babylon berlins weimar republicera setting elsewhere ferry transforms new wave sophistication heart still beating avalon slinky halflidded crawl similarly mutates pop exotica  title track boys girls slowburn flamenco fever dream
                            ",8.0
7168,Clash Music,bitter-sweet,bryan-ferry,"Dec  4, 2018","
                                overall albumfilled much theatrical swagger great musicis much remake ferry’s baritone vocals inventive arrangements make album invokes lot nostalgia ability attract new fans well hold old
                            ",8.0
7169,musicOMH.com,bitter-sweet,bryan-ferry,"Nov 30, 2018","
                                quite cathartic affair ferry weaves enviable back catalogue vim vigour dashes melancholy darkness symphonic cinematic touching
                            ",8.0
7170,The Independent (UK),bitter-sweet,bryan-ferry,"Nov 30, 2018","
                                result something feels rooted nostalgia fact songs sound feel modern innovative first released decades ago
                            ",8.0
7171,Uncut,bitter-sweet,bryan-ferry,"Nov 30, 2018","
                                oldtime vibes typically inspired record ferry jan  p
                            ",7.0
7172,Classic Rock Magazine,songs-for-judy-live,neil-young,"Dec 11, 2018","
                                essential addition young fans library jan  p
                            ",10.0
7173,Uncut,songs-for-judy-live,neil-young,"Dec 14, 2018","
                                beautiful weird wasted songs judy never lets us forget jan  p
                            ",9.0
7174,American Songwriter,songs-for-judy-live,neil-young,"Dec  6, 2018","
                                he’s fine voice throughout even performances aren’t always iconic they’re personal often touching even front rowdy crowds   compelling listen historically significant
                            ",9.0
7175,Consequence of Sound,songs-for-judy-live,neil-young,"Dec  6, 2018","
                                albums close get traveling back time see one greatest best
                            ",8.3
7176,Mojo,songs-for-judy-live,neil-young,"Dec 17, 2018","
                                get bask calm eye youngs wilful hurricane without suffering trail destruction followed intensely enjoyable experience feb  p
                            ",8.0
7177,Pitchfork,songs-for-judy-live,neil-young,"Dec  6, 2018","
                                songs judy feels like concept album whose concept far prog rock less flashy soothing it’s high fantasy meadows moons canyons shows start midnight possessing creating enough space let neil young play quiet songs you
                            ",8.0
7178,AllMusic,songs-for-judy-live,neil-young,"Dec  6, 2018","
                                really makes collection worthwhile robust performances put lie notion acoustic neil sad sensitive neil
                            ",8.0
7179,Paste Magazine,songs-for-judy-live,neil-young,"Jan 25, 2019","
                                songs judy plays best listener manage ignore contextual inequities instead immerse slice time space album brings life 
                            ",7.4
7180,Rolling Stone,songs-for-judy-live,neil-young,"Dec 17, 2018","
                                songs judy lets us join young experiencing rock’s new world disorder
                            ",7.0
7181,Classic Rock Magazine,glastonbury-2000-live,david-bowie,"Dec  7, 2018","
                                given sideman bowie gig invariably occasion rise particular night rise  “and it’s fucking great” he’s notwrong dec  p
                            ",9.0
7182,Uncut,glastonbury-2000-live,david-bowie,"Dec  7, 2018","
                                greatest since killed ziggy arguably certainly autumnal peak
                            ",8.0
7183,Pitchfork,glastonbury-2000-live,david-bowie,"Dec  7, 2018","
                                band works much better material allows lean sleazy sessionpro sound 
                            ",7.0
7184,Chicago Tribune,glastonbury-2000-live,david-bowie,"Dec  7, 2018","
                                bowie best crowdpleaser provocateur pop visionary avantgarde subversive crowdpleaser fullforce display glastonbury  facets stage persona made unsettling rock stars nowhere found
                            ",5.0
7185,AllMusic,finally-free,daniel-romano,"Dec 10, 2018","
                                romano always tough artist pigeonhole theres feeling shed layers dug little deeper psyche results frequently exhilarating
                            ",8.0
7186,The Line of Best Fit,finally-free,daniel-romano,"Dec 10, 2018","
                                finally free handful songs excellent simply okay vexing dilemma points back romano it’s though isn’t quite sure direction take hesitance alone putting 
                            ",7.0
7187,Exclaim,finally-free,daniel-romano,"Dec 10, 2018","
                                throughout record romano truly embraces mysticism lyrics throws idea form structure sea overwrought times romano stretches seams certain songs oft impenetrable lyrics perhaps surplus instrumentation 
                            ",7.0
7188,Uncut,finally-free,daniel-romano,"Jan  2, 2019","
                                strange untethered creation  romano keeps simple hes terrific feb  p
                            ",6.0
7189,Paste Magazine,finally-free,daniel-romano,"Dec 10, 2018","
                                sometimes romano manages pull unexpected success repeating thinly strummed acoustic guitar chord quavering vocals start “empty husk” eventually build catharsis overdriven electric guitars vibrant melody often though tunes idle
                            ",5.9
7190,Uncut,foxwarren,foxwarren,"Jan  2, 2019","
                                understated debut mature sophistication feb  p
                            ",8.0
7191,Q Magazine,foxwarren,foxwarren,"Dec 18, 2018","
                                splendid listening probably best appreciated horizontally feb  p
                            ",8.0
7192,NOW Magazine,foxwarren,foxwarren,"Dec 14, 2018","
                                foxwarren doesn’t feel like andy shauf backing band feels like creative cohesive group 
                            ",8.0
7193,AllMusic,foxwarren,foxwarren,"Dec 14, 2018","
                                foxwarren remains offkilter irresistibly comforting like feeling pull sleep
                            ",8.0
7194,Exclaim,foxwarren,foxwarren,"Dec 14, 2018","
                                debut pleasant listen heres hoping sophomore release wont take decade surface 
                            ",8.0
7195,No Ripcord,foxwarren,foxwarren,"Dec 14, 2018","
                                shauf troupe handle debut project exceptional level attention care points potential longevity
                            ",8.0
7196,Pitchfork,foxwarren,foxwarren,"Jan  2, 2019","
                                songs suggest continuous struggle comforted shauf finds stronger company others even detail lonesome battles foxwarren’s kinship warmth persist
                            ",7.3
7197,Mojo,foxwarren,foxwarren,"Dec 17, 2018","
                                likable debut peaks everything aparts breezy kosmische shuffle lennonish ill alright airiness doesnt always work feb  p
                            ",6.0
7198,The Quietus,sistahs,big-joanie,"Dec 17, 2018","
                                tender defiant pays respect history resolutely facing future
                            ",8.0
7199,Pitchfork,sistahs,big-joanie,"Dec 17, 2018","
                                debut big joanie lp sistahs impressively woven tapestry affirmational lyrics girlgroup chants deep slashing guitars would sounded home kill rock stars s
                            ",7.6
7200,Rolling Stone,sistahs,big-joanie,"Dec 17, 2018","
                                it’s record that’s bold catchy arresting
                            ",7.0
7201,The Guardian,sistahs,big-joanie,"Dec 17, 2018","
                                confident complex textures hew similar structures across sistahs’  songs could indomitable payoff it’s seems exorcise feeble lover indict verses
                            ",6.0
7202,Q Magazine,what-is-love,clean-bandit,"Dec 18, 2018","
                                love superior compilation held together clean bandits winning way catchy wistful tune feb  p
                            ",8.0
7203,AllMusic,what-is-love,clean-bandit,"Dec 18, 2018","
                                energy tapers second half album midtempo jams addictive euphoric singles providing contemplative balance additional opportunities showcase inspired collaboration love worth long wait taking promise rather topping many times over
                            ",8.0
7204,The Guardian,what-is-love,clean-bandit,"Dec 18, 2018","
                                melodies frequently forced characterless many songs possess almost computergenerated quality either riddled counterintuitive combinations sean paul singing sacrifices single mothers megahit rockabye resembling people’s work unbearably twee kids steeped ed sheeranstyle nostalgia lyrics night resemble poor man’s nice what
                            ",4.0
7205,The Independent (UK),what-is-love,clean-bandit,"Dec 18, 2018","
                                essentially yet another album formulaic edm pop latino rb dancefloor grinders market tester art
                            ",4.0
7206,Q Magazine,exre,ex:re,"Jan  2, 2019","
                                spite occasional sense deja vu spacious raw record sees tonra trying something new holding core thats propelled thus far feb  p
                            ",8.0
7207,DIY Magazine,exre,ex:re,"Jan  2, 2019","
                                lyrically it’s scattered series ruminations end era anger guilt sadness permeating fabric musically though expands singer’s palate transmitting feelings via new punchier textures 
                            ",8.0
7208,Uncut,exre,ex:re,"Jan  2, 2019","
                                overall effect immersive wallowing sad often beautiful feb  p
                            ",7.0
7209,AllMusic,exre,ex:re,"Jan  2, 2019","
                                though include sentiments like romance dead doneand hits eyes songs romance cant keep uptempo incorporate drum kit multipart accompaniment albums sound average less sustained frail daughters lyrics personal 
                            ",7.0
7210,Clash Music,exre,ex:re,"Jan  2, 2019","
                                isnt always tonne sonically separate tonras day job must applauded brutal honesty moments pure poetry 
                            ",7.0
7211,Mojo,exre,ex:re,"Jan  2, 2019","
                                stands sonically naked palettes limited claustrophobic unrelenting monofocus fascinating demanding debut feb  p
                            ",6.0
7212,RapReviews.com,dummy-boy,6ix9ine,"Dec  4, 2018","
                                production dummy boy amazing tay keith scott storch murda beatz ronny j among others lace  beats match wavy sound style perfectly tracks heavy bottom lots room  flex singsong melodic flow
                            ",6.5
7213,HipHopDX,dummy-boy,6ix9ine,"Dec  4, 2018","
                                although songs like “bebe” kindly pay tribute ixine’s puerto rican roots rapping quickly proves tolerable tiny almost microscopic doses album closer “dummy” like carbon copy homogenized sound currently infiltrating mainstream rap
                            ",5.8
7214,The New York Times,dummy-boy,6ix9ine,"Dec  3, 2018","
                                energetic scattered
                            ",5.0
7215,Consequence of Sound,dummy-boy,6ix9ine,"Dec  3, 2018","
                                first language say russian chinese might enjoy musicality ixine’s verses even though blur together unfortunately dummy boy notimproved knowledge english indeed might obstacle enjoying album
                            ",4.2
7216,AllMusic,dummy-boy,6ix9ine,"Dec 18, 2018","
                                dummy boy unlikely disappoint ixine fans everyone else theres little back hype controversy associated selfprofessed king new york
                            ",4.0
7217,Rolling Stone,dummy-boy,6ix9ine,"Dec  5, 2018","
                                blend garish dayglo net art brawling homage glory years dmx onyx may commercially effective millennial update rotten apple thug rap aesthetically distinct lack lyrical talent annoyingly hyperactive presence often undermines whole thing
                            ",4.0
7218,PopMatters,dummy-boy,6ix9ine,"Dec  4, 2018","
                                dummy boy lacks maturity creativity makes energy vitriol
                            ",4.0
7219,Pitchfork,dummy-boy,6ix9ine,"Dec  3, 2018","
                                mostly standard fare tekashi throwing sounds flows wall praying something sticks 
                            ",3.4
7220,The 405,dummy-boy,6ix9ine,"Jan  2, 2019","
                                dummy boy would better worse ixine doesn’t show sign knowing write complete song let alone curate whole album he’s also unimaginative write anything jawdroppingly awful needs heard believed
                            ",2.0
7221,The Independent (UK),dummy-boy,6ix9ine,"Dec  6, 2018","
                                dummy boy insufferable track farrago anything rock riffs calypso drums pinned ixine’s obsessive use “n” word along every negative trope found gangsta rap early noughties  avoid
                            ",2.0
7222,New Musical Express (NME),dummy-boy,6ix9ine,"Dec  3, 2018","
                                dummy boy one unlistenable rap records year  he’s delivered bland project often it’s though took drafts folder released “studio album”
                            ",2.0
7223,AllMusic,dicaprio-2,jid,"Jan  7, 2019","
                                dicaprio  surpasses everything rapper offered strengths full focus level cant help remind career peaks greats came him
                            ",9.0
7224,Exclaim,dicaprio-2,jid,"Dec 12, 2018","
                                dicaprio  exemplifies ideal student game sounds likesomeone whos conscious hook presents control delivery diversify lyrical bonds 
                            ",9.0
7225,HipHopDX,dicaprio-2,jid,"Dec 12, 2018","
                                track album keeps commended technical framework never story elevates delivery songwriting point sounds completely like man plan 
                            ",8.6
7226,Pitchfork,dicaprio-2,jid,"Dec 12, 2018","
                                songs joy hunger reflection fun notone feels it’s trying save hiphop
                            ",7.7
7227,The Wire,dicaprio-2,jid,"Jan 25, 2019","
                                starpower dazzle fades it’s notalways obvious lack easy answers makes interesting enough now
                            ",7.0
7228,The 405,dicaprio-2,jid,"Dec 12, 2018","
                                every inflection every word even nearly every concept feels lifted rap’s reigning king’s playbook it’s haphazard mixture tde’s figurehead circa section big heap good kid smattering pimp butterfly good measure  dicaprio  heavy helping technicality signifying absolutely nothing
                            ",3.0
7229,Uncut,beyond-the-end,ed-harcourt,"Nov 20, 2018","
                                wolves change rivers betrays love erik satie mother reassuring affection unquestionably jan  p
                            ",8.0
7230,Paste Magazine,beyond-the-end,ed-harcourt,"Nov 20, 2018","
                                beyond end won’t change perception noteven remotely serve ideal example harcourt’s fearless embrace whatever creative concepts inevitably come way
                            ",6.3
7231,musicOMH.com,beyond-the-end,ed-harcourt,"Nov 27, 2018","
                                feels like something harcourt satisfaction little treat fans there’s nothing wrong doesn’t leave lot rest us dig 
                            ",6.0
7232,Mojo,beyond-the-end,ed-harcourt,"Nov 20, 2018","
                                gently atmospheric rather disrupter mood jan  p
                            ",6.0
7233,Q Magazine,beyond-the-end,ed-harcourt,"Nov 20, 2018","
                                album shows breadth harcourts talent certainly cant help miss warm burr voice jan  p
                            ",6.0
7234,The Independent (UK),phoenix,rita-ora,"Nov 23, 2018","
                                given stuttering protracted process it’s get it’s surprisingly coherent record  part though phoenix worth wait
                            ",8.0
7235,AllMusic,phoenix,rita-ora,"Nov 23, 2018","
                                ora delivered confident pop gem stands tall own
                            ",8.0
7236,Clash Music,phoenix,rita-ora,"Nov 23, 2018","
                                phoenix four years making waiting wings see light it’s finally phoenix definitely worth checking out
                            ",8.0
7237,New Musical Express (NME),phoenix,rita-ora,"Nov 23, 2018","
                                endlessly fun stuffed full brilliantly leftfield production earworm choruses
                            ",8.0
7238,The Line of Best Fit,phoenix,rita-ora,"Nov 26, 2018","
                                artists brought onto project feel tactical functional ora placed spotlight tends deliver
                            ",7.0
7239,Q Magazine,phoenix,rita-ora,"Nov 27, 2018","
                                ora shines brightest albums calmer moments jan  p
                            ",6.0
7240,The Observer (UK),phoenix,rita-ora,"Nov 26, 2018","
                                phoenix perfectly fine strongest moments make realise could great
                            ",6.0
7241,Uncut,somnium,jacco-gardner,"Nov 26, 2018","
                                end result creates engulfing sonic swirl recalling enveloping work cluster tangerine dream dec  p
                            ",8.0
7242,AllMusic,somnium,jacco-gardner,"Nov 26, 2018","
                                seems gardner found calling psychedelic spaceman somnium laidback delight thats perfect soundtrack inner flights starfilled nights alike 
                            ",8.0
7243,PopMatters,somnium,jacco-gardner,"Nov 26, 2018","
                                somniums aim direction uniquely conclusion openended yet still satisfying
                            ",7.0
7244,Under The Radar,somnium,jacco-gardner,"Nov 26, 2018","
                                somnium almost newagey avoidance sort harsh sound instead preferring layer rich warm synths hint slightly sinister score next scifi series
                            ",6.5
7245,Q Magazine,somnium,jacco-gardner,"Dec 18, 2018","
                                works best elements brought forethe shadowyvoyageintotheunknown atmosphere opener rising rains floating dreamlike synthscreating eerie retrofuturist soundworld get lost feb  p
                            ",6.0
7246,Mojo,somnium,jacco-gardner,"Dec 17, 2018","
                                throughout twinkly otherworldliness counterbalanced rhythmic excursions evoking passage one liminal world another feb  p
                            ",6.0
7247,Mojo,a-million-and-one,my-brightest-diamond,"Feb 21, 2019","
                                successor stringsfree goes still hand apr  p
                            ",8.0
7248,Paste Magazine,a-million-and-one,my-brightest-diamond,"Nov 27, 2018","
                                versatile voice impressive selfawareness best use sense drama makes songsand albumresonate unexpected ways
                            ",7.2
7249,Uncut,a-million-and-one,my-brightest-diamond,"Jan  2, 2019","
                                novas smoky sullen vocals sometimes sound little stilted surpasses wanna see teeth cinematic minisymphony inspired killing trayvon martin moves nervy electro anguished rock screaming rage feb  p
                            ",7.0
7250,Pitchfork,a-million-and-one,my-brightest-diamond,"Dec 14, 2018","
                                songs million one burrow ecstasy threat nova’s voice playing edges feelings
                            ",7.0
7251,Under The Radar,a-million-and-one,my-brightest-diamond,"Nov 30, 2018","
                                beauty million one lies way repeated plays reveal blithe pop songs formed dynamic vibrant tunes pack power buzz justifying similarities innovative well established female artists mentioned goldfrapp fever ray annie lenox regina spektor
                            ",7.0
7252,PopMatters,a-million-and-one,my-brightest-diamond,"Nov 27, 2018","
                                million one displays brightest diamonds experimental range individual cuts sometimes rattle discordantly way bringing attention separate songs thats good something peculiar way album doesnt cohere
                            ",7.0
7253,AllMusic,a-million-and-one,my-brightest-diamond,"Nov 27, 2018","
                                heartache triumph anger resolution feel reported behind melting wall ice drowned ever slightly sound latenight party raging somewhere distance
                            ",7.0
7254,The Guardian,a-million-and-one,my-brightest-diamond,"Nov 27, 2018","
                                it’s one never sounds wants relax neither ratchet tension enough falls betwixt between
                            ",6.0
7255,The Skinny,the-bela-session,bauhaus,"Dec  3, 2018","
                                far superfluous fans reissue fivetrack record beautifully mastered original analogue tape little piece gothic rock history sit proudly record collection fan cure joy divison siouxsie banshees et al
                            ",10.0
7256,Pitchfork,the-bela-session,bauhaus,"Dec  3, 2018","
                                one night january  bauhaus ventured bat cave came unicorn
                            ",7.9
7257,The 405,the-bela-session,bauhaus,"Dec  7, 2018","
                                serious fans completists probably find something like welcome addition collection despite notoffering many revelations surprises bela session still serves fun little snapshot soon one creative influential postpunk bands infancy
                            ",7.0
